crop,patent_number,patent_abstract,patent_date,patent_title,patent_type,patent_year,Applicant,app_number,app_id,appcit_app_number,assignee_state_fips,assignee_county_fips,assignee_country,assignee_longitude,assignee_latitude,assignee_city,assignee_total_num_patents,citedby_patent_number,citedby_patent_title,cpc_category,cpc_subsection_title,cpc_group_title,cpc_group_id,cpc_sequence,cpc_subgroup_id,cpc_subgroup_title,cpc_total_num_assignees,cpc_total_num_patents,examiner_id,lawyer_id,nber_category_id,nber_category_title,nber_subcategory_id,nber_subcategory_title,nber_total_num_assignees,nber_total_num_patents,abstract_title,patent_decade,assignee_organization_namestandard,assignee_key_id,inventor_key_id,crop_shortname,crop_type,crop_type2,patent_type_orig,url,keras_predict,valueuse_ifcpc_A01H6,ifcpc_A01H6_known,.pred_1,.pred_class,group
sweetcorn,11191235,"The invention provides seed and plants of corn line SHY-6S17-3035LL. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHY-6S17-3035LL and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.",2021-12-07,Sweet corn line SHY-6S17-3035LL,utility,2021,"Seminis Vegetable Seeds, Inc.",16839924,,,29,,US,-90.5188,38.6399,St. Louis,765,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/4684,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]",21598,145170,fznwpw15w4jh8pvvnsrqiz27q,"f990a212bbe8c6c19710ec74247957be, fecacde800ae5096819d85d369db560f",,,,,,,"The invention provides seed and plants of corn line SHY-6S17-3035LL. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHY-6S17-3035LL and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.. Sweet corn line SHY-6S17-3035LL",2020,Seminis,548,221011,sweetcorn,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11191235,train,1,known,,,16
sweetcorn,11191235,"The invention provides seed and plants of corn line SHY-6S17-3035LL. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHY-6S17-3035LL and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.",2021-12-07,Sweet corn line SHY-6S17-3035LL,utility,2021,"Seminis Vegetable Seeds, Inc.",16839924,,,29,,US,-90.5188,38.6399,St. Louis,765,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/4684,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]",21598,145170,fznwpw15w4jh8pvvnsrqiz27q,"f990a212bbe8c6c19710ec74247957be, fecacde800ae5096819d85d369db560f",,,,,,,"The invention provides seed and plants of corn line SHY-6S17-3035LL. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHY-6S17-3035LL and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.. Sweet corn line SHY-6S17-3035LL",2020,Seminis,548,221011,sweetcorn,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11191235,test,1,known,0.988774657249451,1,16
sweetcorn,11191235,"The invention provides seed and plants of corn line SHY-6S17-3035LL. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHY-6S17-3035LL and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.",2021-12-07,Sweet corn line SHY-6S17-3035LL,utility,2021,"Seminis Vegetable Seeds, Inc.",16839924,,,29,,US,-90.5188,38.6399,St. Louis,765,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/4684,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]",21598,145170,fznwpw15w4jh8pvvnsrqiz27q,"f990a212bbe8c6c19710ec74247957be, fecacde800ae5096819d85d369db560f",,,,,,,"The invention provides seed and plants of corn line SHY-6S17-3035LL. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHY-6S17-3035LL and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.. Sweet corn line SHY-6S17-3035LL",2020,Seminis,548,221011,sweetcorn,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11191235,test,1,known,0.988774657249451,1,16
corn,11191236,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.",2021-12-07,Sweet corn line SHW-6S16-6203LJ,utility,2021,"Seminis Vegetable Seeds, Inc.",16839939,16/839939,NA,29] NA,29189] NA,US] NA,-90.5643] NA,38.662] NA,Chesterfield] NA,821] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/4684] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,vfk1i324jzy465gxygjrx6o5j,f990a212bbe8c6c19710ec74247957be] fecacde800ae5096819d85d369db560f,NA,NA,NA,NA,NA,NA,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.. Sweet corn line SHW-6S16-6203LJ",2020,,,,corn,corn,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11191236,train,1,known,,,16
corn,11191236,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.",2021-12-07,Sweet corn line SHW-6S16-6203LJ,utility,2021,"Seminis Vegetable Seeds, Inc.",16839939,16/839939,NA,29] NA,29189] NA,US] NA,-90.5643] NA,38.662] NA,Chesterfield] NA,821] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/4684] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,vfk1i324jzy465gxygjrx6o5j,f990a212bbe8c6c19710ec74247957be] fecacde800ae5096819d85d369db560f,NA,NA,NA,NA,NA,NA,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.. Sweet corn line SHW-6S16-6203LJ",2020,,,,corn,corn,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11191236,train,1,known,,,16
corn,11191236,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.",2021-12-07,Sweet corn line SHW-6S16-6203LJ,utility,2021,"Seminis Vegetable Seeds, Inc.",16839939,16/839939,NA,29] NA,29189] NA,US] NA,-90.5643] NA,38.662] NA,Chesterfield] NA,821] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/4684] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,vfk1i324jzy465gxygjrx6o5j,f990a212bbe8c6c19710ec74247957be] fecacde800ae5096819d85d369db560f,NA,NA,NA,NA,NA,NA,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.. Sweet corn line SHW-6S16-6203LJ",2020,,,,corn,corn,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11191236,train,1,known,,,16
sweet corn,11191236,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.",2021-12-07,Sweet corn line SHW-6S16-6203LJ,utility,2021,"Seminis Vegetable Seeds, Inc.",16839939,16/839939,NA,29] NA,29189] NA,US] NA,-90.5643] NA,38.662] NA,Chesterfield] NA,821] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] NA,A01H6/4684] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,vfk1i324jzy465gxygjrx6o5j,f990a212bbe8c6c19710ec74247957be] fecacde800ae5096819d85d369db560f,NA,NA,NA,NA,NA,NA,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.. Sweet corn line SHW-6S16-6203LJ",2020,,,,,,,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11191236,train,1,known,,,16
sweet corn,11191236,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.",2021-12-07,Sweet corn line SHW-6S16-6203LJ,utility,2021,"Seminis Vegetable Seeds, Inc.",16839939,16/839939,NA,29] NA,29189] NA,US] NA,-90.5643] NA,38.662] NA,Chesterfield] NA,821] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] NA,A01H6/4684] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,vfk1i324jzy465gxygjrx6o5j,f990a212bbe8c6c19710ec74247957be] fecacde800ae5096819d85d369db560f,NA,NA,NA,NA,NA,NA,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.. Sweet corn line SHW-6S16-6203LJ",2020,,,,,,,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11191236,train,1,known,,,16
sweet corn,11191236,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.",2021-12-07,Sweet corn line SHW-6S16-6203LJ,utility,2021,"Seminis Vegetable Seeds, Inc.",16839939,16/839939,NA,29] NA,29189] NA,US] NA,-90.5643] NA,38.662] NA,Chesterfield] NA,821] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] NA,A01H6/4684] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,vfk1i324jzy465gxygjrx6o5j,f990a212bbe8c6c19710ec74247957be] fecacde800ae5096819d85d369db560f,NA,NA,NA,NA,NA,NA,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.. Sweet corn line SHW-6S16-6203LJ",2020,,,,,,,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11191236,train,1,known,,,16
sweetcorn,11191236,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.",2021-12-07,Sweet corn line SHW-6S16-6203LJ,utility,2021,"Seminis Vegetable Seeds, Inc.",16839939,,,29,,US,-90.5188,38.6399,St. Louis,765,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/4684,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]",21598,145170,vfk1i324jzy465gxygjrx6o5j,"f990a212bbe8c6c19710ec74247957be, fecacde800ae5096819d85d369db560f",,,,,,,"The invention provides seed and plants of corn line SHW-6S16-6203LJ. The invention thus relates to the plants, seeds, and tissue cultures of corn line SHW-6S16-6203LJ and to methods for producing a corn plant produced by crossing such plants with themselves or with another corn plant, such as a plant of another genotype. The invention further relates to seeds and plants produced by such crossing. The invention further relates to parts of such plants, including the fruit and gametes of such plants.. Sweet corn line SHW-6S16-6203LJ",2020,Seminis,548,221011,sweetcorn,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11191236,train,1,known,,,16
