crop,patent_number,patent_abstract,patent_date,patent_title,patent_type,patent_year,Applicant,app_number,app_id,appcit_app_number,assignee_state_fips,assignee_county_fips,assignee_country,assignee_longitude,assignee_latitude,assignee_city,assignee_total_num_patents,citedby_patent_number,citedby_patent_title,cpc_category,cpc_subsection_title,cpc_group_title,cpc_group_id,cpc_sequence,cpc_subgroup_id,cpc_subgroup_title,cpc_total_num_assignees,cpc_total_num_patents,examiner_id,lawyer_id,nber_category_id,nber_category_title,nber_subcategory_id,nber_subcategory_title,nber_total_num_assignees,nber_total_num_patents,abstract_title,patent_decade,assignee_organization_namestandard,assignee_key_id,inventor_key_id,crop_shortname,crop_type,crop_type2,patent_type_orig,url,keras_predict,valueuse_ifcpc_A01H6,ifcpc_A01H6_known,.pred_1,.pred_class,group
soybean,6884927,"A novel soybean cultivar, designated 0509249, is disclosed. The invention relates to the seeds of soybean cultivar 0509249, to the plants of soybean 0509249 and to methods for producing a soybean plant produced by crossing the cultivar 0509249 with itself or another soybean variety. The invention further relates to hybryd soybean seeds and plants produced by crossing the cultivar 0509249 with another soybean cultivar.",2005-04-26,Soybean cultivar 0509249,utility,2005,Monsanto Technology LLC,10779591,10/779591,NA,29] NA,29189] NA,US] NA,-90.5643] NA,38.662] NA,Chesterfield] NA,6136] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/542] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Leguminosae or Fabaceae, e.g. soybean, alfalfa or peanut-Glycine max [soybean]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,j7qnl2m7g74ee7lx9domr0lz8,a50cc2f35e279464a83e3f02ddd60bba,3,Drgs&Med,33,Genetics,1692,14925,"A novel soybean cultivar, designated 0509249, is disclosed. The invention relates to the seeds of soybean cultivar 0509249, to the plants of soybean 0509249 and to methods for producing a soybean plant produced by crossing the cultivar 0509249 with itself or another soybean variety. The invention further relates to hybryd soybean seeds and plants produced by crossing the cultivar 0509249 with another soybean cultivar.. Soybean cultivar 0509249",2010,,,,soybean,soy,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6884927,train,1,known,,,42
soybean,6884927,"A novel soybean cultivar, designated 0509249, is disclosed. The invention relates to the seeds of soybean cultivar 0509249, to the plants of soybean 0509249 and to methods for producing a soybean plant produced by crossing the cultivar 0509249 with itself or another soybean variety. The invention further relates to hybryd soybean seeds and plants produced by crossing the cultivar 0509249 with another soybean cultivar.",2005-04-26,Soybean cultivar 0509249,utility,2005,"Stine Seed Farm, Inc.",10779591,10/779591,NA,19] NA,19049] NA,US] NA,-94.0185] NA,41.6174] NA,Adel] NA,854] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/542] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Leguminosae or Fabaceae, e.g. soybean, alfalfa or peanut-Glycine max [soybean]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,j7qnl2m7g74ee7lx9domr0lz8,a50cc2f35e279464a83e3f02ddd60bba,3,Drgs&Med,33,Genetics,1692,14925,"A novel soybean cultivar, designated 0509249, is disclosed. The invention relates to the seeds of soybean cultivar 0509249, to the plants of soybean 0509249 and to methods for producing a soybean plant produced by crossing the cultivar 0509249 with itself or another soybean variety. The invention further relates to hybryd soybean seeds and plants produced by crossing the cultivar 0509249 with another soybean cultivar.. Soybean cultivar 0509249",2010,,,,soybean,soy,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6884927,train,1,known,,,42
soybean,6884927,"A novel soybean cultivar, designated 0509249, is disclosed. The invention relates to the seeds of soybean cultivar 0509249, to the plants of soybean 0509249 and to methods for producing a soybean plant produced by crossing the cultivar 0509249 with itself or another soybean variety. The invention further relates to hybryd soybean seeds and plants produced by crossing the cultivar 0509249 with another soybean cultivar.",2005-04-26,Soybean cultivar 0509249,utility,2005,"Stine Seed Farm, Inc.",10779591,10/779591,NA,19] NA,19049] NA,US] NA,-94.0185] NA,41.6174] NA,Adel] NA,854] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/542] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Leguminosae or Fabaceae, e.g. soybean, alfalfa or peanut-Glycine max [soybean]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,j7qnl2m7g74ee7lx9domr0lz8,a50cc2f35e279464a83e3f02ddd60bba,3,Drgs&Med,33,Genetics,1692,14925,"A novel soybean cultivar, designated 0509249, is disclosed. The invention relates to the seeds of soybean cultivar 0509249, to the plants of soybean 0509249 and to methods for producing a soybean plant produced by crossing the cultivar 0509249 with itself or another soybean variety. The invention further relates to hybryd soybean seeds and plants produced by crossing the cultivar 0509249 with another soybean cultivar.. Soybean cultivar 0509249",2010,,,,soybean,soy,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6884927,train,1,known,,,42
cotton,6884928,"A novel cotton cultivar, designated PM 2344 BG/RR, is disclosed. The invention relates to the seeds of cotton cultivar PM 2344 BG/RR, to the plants of cotton PM 2344 BG/RR and to methods for producing a cotton plant produced by crossing the cultivar PM 2344 BG/RR with itself or another cotton variety. The invention further relates to hybrid cotton seeds and plants produced by crossing the cultivar PM 2344 BG/RR with another cotton cultivar.",2005-04-26,Cotton cultivar PM 2344 BG/RR,utility,2005,"D&PL Technology Holding Company, LLC",10271320,10/271320,NA,28] NA,28123] NA,US] NA,-89.4742] NA,32.3646] NA,Forest] NA,87] NA,7563956] 7626094] 7635801] 7635804] NA,Cotton cultivar DP 6222 RR acala] Cotton cultivar DP 167 RF] Cotton cultivar DP 164 B2RF] Cotton cultivar DPX 08Q912DF] NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] NA,A01H6/604] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Malvaceae, e.g. cotton or hibiscus-Gossypium [cotton]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,lnlshkhpg7bki7ny2dbet0zp9,a50cc2f35e279464a83e3f02ddd60bba,3,Drgs&Med,33,Genetics,1692,14925,"A novel cotton cultivar, designated PM 2344 BG/RR, is disclosed. The invention relates to the seeds of cotton cultivar PM 2344 BG/RR, to the plants of cotton PM 2344 BG/RR and to methods for producing a cotton plant produced by crossing the cultivar PM 2344 BG/RR with itself or another cotton variety. The invention further relates to hybrid cotton seeds and plants produced by crossing the cultivar PM 2344 BG/RR with another cotton cultivar.. Cotton cultivar PM 2344 BG/RR",2010,,,,cotton,cotton,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6884928,test,1,known,0.977323770523071,1,42
cotton,6884929,"A novel cotton cultivar, designated PM 2167 RR, is disclosed. The invention relates to the seeds of cotton cultivar PM 2167 RR, to the plants of cotton PM 2167 RR and to methods for producing a cotton plant produced by crossing the cultivar PM 2167 RR with itself or another cotton variety. The invention further relates to hybrid cotton seeds and plants produced by crossing the cultivar PM 2167 RR with another cotton cultivar.",2005-04-26,Cotton cultivar PM 2167 RR,utility,2005,"D&PL Technology Holding Company, LLC",10271323,10/271323,NA,28] NA,28123] NA,US] NA,-89.4742] NA,32.3646] NA,Forest] NA,87] NA,7563956] NA,Cotton cultivar DP 6222 RR acala] NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] NA,A01H6/604] A01H5/08,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Malvaceae, e.g. cotton or hibiscus-Gossypium [cotton]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Fruits",23008] 1132,149455] 18044,x3o4p6vah2iz2bfj6ld5lc4hg,a50cc2f35e279464a83e3f02ddd60bba,3,Drgs&Med,33,Genetics,1692,14925,"A novel cotton cultivar, designated PM 2167 RR, is disclosed. The invention relates to the seeds of cotton cultivar PM 2167 RR, to the plants of cotton PM 2167 RR and to methods for producing a cotton plant produced by crossing the cultivar PM 2167 RR with itself or another cotton variety. The invention further relates to hybrid cotton seeds and plants produced by crossing the cultivar PM 2167 RR with another cotton cultivar.. Cotton cultivar PM 2167 RR",2010,,,,cotton,cotton,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6884929,train,1,known,,,42
corn,6884930,"An inbred corn line, designated 4XA321, is disclosed. The invention relates to the seeds of inbred corn line 4XA321, to the plants of inbred corn line 4XA321 and to methods for producing a corn plant, either inbred or hybrid, by crossing the inbred line 4XA321 with itself or another corn line. The invention further relates to methods for producing a corn plant containing in its genetic material one or more transgenes and to the transgenic plants produced by that method and to methods for producing other inbred corn lines derived from the inbred 4XA321.",2005-04-26,Inbred corn line 4XA321,utility,2005,"AGRIGENETICS, INC.",10301093,10/301093,NA,18] NA,18097] NA,US] NA,-86.1583] NA,39.7683] NA,Indianapolis] NA,563] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/4684] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Gramineae or Poaceae, e.g. ryegrass, rice, wheat or maize-Zea mays [maize]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,lls32ldorm9sm19bdw2rcqan2] tuhxzgoiyxxh2z5e61u886ral,9b888859317c49b37e289b50041270be,3,Drgs&Med,33,Genetics,1692,14925,"An inbred corn line, designated 4XA321, is disclosed. The invention relates to the seeds of inbred corn line 4XA321, to the plants of inbred corn line 4XA321 and to methods for producing a corn plant, either inbred or hybrid, by crossing the inbred line 4XA321 with itself or another corn line. The invention further relates to methods for producing a corn plant containing in its genetic material one or more transgenes and to the transgenic plants produced by that method and to methods for producing other inbred corn lines derived from the inbred 4XA321.. Inbred corn line 4XA321",2010,,,,corn,corn,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6884930,train,1,known,,,42
rice,6884931,"A novel rice hybrid, designated RH101, is disclosed. The invention relates to the seeds of rice hybrid RH101, to the plants of rice RH101 and to methods for producing a rice plant produced by crossing the parent known as P1015 with the sterile line designated as S0505. The invention further relates to hybrid rice seeds and plants produced by crossing the hybrid RH101 with another rice cultivar.",2005-04-26,Rice hybrid RH101,utility,2005,"RICETEC, INC.",10233006,10/233006,NA,48] NA,48039] NA,US] NA,-95.2441] NA,29.4238] NA,Alvin] NA,35] NA,9474226] NA,Rice hybrid HR140004] NA,inventional] additional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing] Biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering] Technologies or applications for mitigation or adaptation against climate change,"New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques] Microorganisms or enzymes; compositions thereof; propagating, preserving, or maintaining microorganisms; mutation or genetic engineering; culture media] Technologies for adaptation to climate change",A01H] C12N] Y02A,1] 0] 2] NA,A01H5/10] C12N15/8261] Y02A40/146,"Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds] Mutation or genetic engineering; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification; Use of hosts therefor -Recombinant DNA-technology-Introduction of foreign genetic material using vectors; Vectors; Use of hosts therefor; Regulation of expression-Vectors or expression systems specially adapted for eukaryotic hosts-for plant cells ; , e.g. plant artificial chromosomes (PACs)-Phenotypically and genetically modified plants via recombinant DNA technology-with agronomic (input) traits, e.g. crop yield] Adaptation technologies in agriculture, forestry, livestock or agroalimentary production-in agriculture-Genetically Modified [GMO] plants, e.g. transgenic plants",23008] 22479] 59216] 1132] 14990] 12999,149455] 167138] 515783] 18044] 109502] 49585,ew2h1l2jy6zwzby5nde9q6emp] ucxp74l79m4i66po77b9b8wn4,a50cc2f35e279464a83e3f02ddd60bba,3,Drgs&Med,33,Genetics,1692,14925,"A novel rice hybrid, designated RH101, is disclosed. The invention relates to the seeds of rice hybrid RH101, to the plants of rice RH101 and to methods for producing a rice plant produced by crossing the parent known as P1015 with the sterile line designated as S0505. The invention further relates to hybrid rice seeds and plants produced by crossing the hybrid RH101 with another rice cultivar.. Rice hybrid RH101",2010,,,,rice,rice,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6884931,test,0,known,0.990691006183624,1,42
nut,6887242,"An adjustable spinal fixation system is composed of a collection of anchoring assemblies attached, via a variety of connectors, to spine-stabilizing rods. The anchoring assemblies include a linking member attached in a ball-and-socket fashion to a bone-engaging member that is adapted to engage a spinal bone of a patient. The linking member joins one of the included connectors to an associated bone-engaging member. The connectors are selectively attached to one of the stabilizing rods. The anchoring assemblies each include a support collar and a split retention ring that cooperate to allow adjustment of the bone-engaging member and corresponding connector during surgery. When surgery is complete, a securing nut and locking bolt cooperate with the support collar and split retention ring to maintain the relative position of the entire fixation system, preventing unwanted movement between the system components.",2005-05-03,Split ring bone screw for a spinal fixation system,utility,2005,"Ortho Innovations, LLC",10067687,10/067687,NA,39] NA,39095] NA,US] NA,-83.5378] NA,41.6529] NA,Toledo] NA,22] NA,NA,NA,inventional] additional,Medical or veterinary science; hygiene,Diagnosis; surgery; identification,A61B,NA,A61B17/7041] A61B17/7035] A61B17/7049,"Surgical instruments, devices or methods, e.g. tourniquets -Surgical instruments or methods for treatment of bones or joints; Devices specially adapted therefor-for osteosynthesis, e.g. bone plates, screws ; , setting implements;  or the like -Internal fixation devices ; , including fasteners and spinal fixators, even if a part thereof projects from the skin -Spinal positioners or stabilisers ; ; Bone stabilisers comprising fluid filler in an implant-Screws or hooks combined with longitudinal elements which do not contact vertebrae -with single longitudinal rod offset laterally from single row of screws or hooks] Surgical instruments, devices or methods, e.g. tourniquets -Surgical instruments or methods for treatment of bones or joints; Devices specially adapted therefor-for osteosynthesis, e.g. bone plates, screws ; , setting implements;  or the like -Internal fixation devices ; , including fasteners and spinal fixators, even if a part thereof projects from the skin -Spinal positioners or stabilisers ; ; Bone stabilisers comprising fluid filler in an implant-Screws or hooks combined with longitudinal elements which do not contact vertebrae -Screws or hooks, wherein a rod-clamping part and a bone-anchoring part can pivot relative to each other] Surgical instruments, devices or methods, e.g. tourniquets -Surgical instruments or methods for treatment of bones or joints; Devices specially adapted therefor-for osteosynthesis, e.g. bone plates, screws ; , setting implements;  or the like -Internal fixation devices ; , including fasteners and spinal fixators, even if a part thereof projects from the skin -Spinal positioners or stabilisers ; ; Bone stabilisers comprising fluid filler in an implant-Connectors, not bearing on the vertebrae, for linking longitudinal elements together",86431] 28509,812746] 243768,0t2pcnsjie9ts5kv1zumczmef,c078c69318aea367d09b9a2e10ad2581,3,Drgs&Med,32,Surgery & Med Inst.,21688,169001,"An adjustable spinal fixation system is composed of a collection of anchoring assemblies attached, via a variety of connectors, to spine-stabilizing rods. The anchoring assemblies include a linking member attached in a ball-and-socket fashion to a bone-engaging member that is adapted to engage a spinal bone of a patient. The linking member joins one of the included connectors to an associated bone-engaging member. The connectors are selectively attached to one of the stabilizing rods. The anchoring assemblies each include a support collar and a split retention ring that cooperate to allow adjustment of the bone-engaging member and corresponding connector during surgery. When surgery is complete, a securing nut and locking bolt cooperate with the support collar and split retention ring to maintain the relative position of the entire fixation system, preventing unwanted movement between the system components.. Split ring bone screw for a spinal fixation system",2010,,,,nut,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6887242,train,0,known,,,42
lime,6887389,A method and apparatus are disclosed for mixing sewage sludge with spent water-softener lime in a ratio of approximately 10:1 on a wet basis. The mixture is introduced to a rotary pre-dryer kiln and a rotary combuster kiln to kill pathogens. An ash by-product and gases are thereby produced. The ash by-product can be disposed of at much less cost or can be incorporated in a variety of applications such as an aggregate substitute.,2005-05-03,Method and apparatus for recycling sewage sludge utilizing spent water-softener lime,utility,2005,,10277317,10/277317,NA,NA,NA,NA,NA,NA,NA,NA,7458325] 7655088] 7704317] 7780781] 7985345] 8206504] 8349070] 8453584] 8796495] NA,"Process and apparatus for thermally treating bio-solids] Synthetic aggregates comprising sewage sludge and other waste materials and methods for producing such aggregates] Pyroprocessed aggregates comprising IBA and PFA and methods for producing such aggregates] Pyroprocessed aggregates comprising IBA and low calcium silicoaluminous materials and methods for producing such aggregates] Methods and systems for converting waste into complex hydrocarbons] Method for handling substance from which combustible gas volatilizes, method for producing solid fuel, method for storing solid fuel, method for using solid fuel, and apparatus for using solid fuel] NA",inventional] additional,"Treatment of water, waste water, sewage, or sludge] Technologies or applications for mitigation or adaptation against climate change] Technical subjects covered by former uspc","Treatment of water, waste water, sewage, or sludge] Climate change mitigation technologies related to wastewater treatment or waste management] TECHNICAL SUBJECTS COVERED BY FORMER USPC CROSS-REFERENCE ART COLLECTIONS [XRACs] AND DIGESTS",C02F] Y02W] Y10S,0] 1] 2] NA,C02F11/10] Y02W10/40] Y10S210/919,"Treatment of sludge; Devices therefor-by pyrolysis] Technologies for wastewater treatment-Valorisation of by-products of wastewater, sewage or sludge processing] Liquid purification or separation-Miscellaneous specific techniques-using combined systems by merging parallel diverse waste systems",10608] 59216] 117053] 8330] 61203,36488] 515783] 911293] 23065] 402857,s7xnxt0epyay9s56lms81vaqs,66b9ca670f5036154137748273686fd9,1,Chemical,19,Miscellaneous,49951,378593,A method and apparatus are disclosed for mixing sewage sludge with spent water-softener lime in a ratio of approximately 10:1 on a wet basis. The mixture is introduced to a rotary pre-dryer kiln and a rotary combuster kiln to kill pathogens. An ash by-product and gases are thereby produced. The ash by-product can be disposed of at much less cost or can be incorporated in a variety of applications such as an aggregate substitute.. Method and apparatus for recycling sewage sludge utilizing spent water-softener lime,2010,,,,lime,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6887389,train,0,known,,,42
grape,6887497,"The present invention involves a composition for oral ingestion that contains effective amounts of Glucosamine sulfate, Nettle Leaf, Quercetin, curcumin extract/curcuminoids, Selenium, Zinc, Vitamin C (calcium ascorbate) and Grape Seed Extract, as well as other ingredients and healthy filler ingredients. More specifically, this formulated product is a cartilage and joint maintenance and repair formulation. This formulation allows for enhanced function of joints and cartilage to treat and prevent osteoarthritis, rheumatoid arthritis and other joint ailments/diseases.",2005-05-03,"Composition for the treatment and prevention of osteoarthritis, rheumatoid arthritis and improved joint function",utility,2005,"Vitacost.com, Inc.",10322586,10/322586,NA,12] NA,12099] NA,US] NA,-80.0666] NA,26.5256] NA,Boynton Beach] NA,9] NA,9301973] NA,Methods and compositions suitable for promoting healthy skin] NA,inventional,Medical or veterinary science; hygiene,"Preparations for medical, dental, or toilet purposes",A61K,0] 1] 2] 3] 4] 5] 6] 7] NA,A61K45/06] A61K31/352] A61K31/375] A61K33/04] A61K33/30] A61K36/185] A61K36/87] A61K36/9066,"Medicinal preparations containing active ingredients not provided for in groups A61K31/00 - A61K41/00-Mixtures of active ingredients without chemical characterisation, e.g. antiphlogistics and cardiaca] Medicinal preparations containing organic active ingredients-Heterocyclic compounds-having oxygen as the only ring hetero atom, e.g. fungichromin-having six-membered rings with one oxygen as the only ring hetero atom-condensed with carbocyclic rings, e.g. cannabinols, methantheline] Medicinal preparations containing organic active ingredients-Heterocyclic compounds-having oxygen as the only ring hetero atom, e.g. fungichromin-Lactones-Ascorbic acid, i.e. vitamin C; Salts thereof] Medicinal preparations containing inorganic active ingredients-Sulfur, selenium or tellurium; Compounds thereof] Medicinal preparations containing inorganic active ingredients-Heavy metals; Compounds thereof-Zinc; Compounds thereof] Medicinal preparations of undetermined constitution containing material from algae, lichens, fungi or plants, or derivatives thereof, e.g. traditional herbal medicines -Magnoliophyta (angiosperms)-Magnoliopsida (dicotyledons)] Medicinal preparations of undetermined constitution containing material from algae, lichens, fungi or plants, or derivatives thereof, e.g. traditional herbal medicines -Magnoliophyta (angiosperms)-Magnoliopsida (dicotyledons)-Vitaceae or Ampelidaceae (Vine or Grape family), e.g. wine grapes, muscadine or peppervine] Medicinal preparations of undetermined constitution containing material from algae, lichens, fungi or plants, or derivatives thereof, e.g. traditional herbal medicines -Magnoliophyta (angiosperms)-Liliopsida (monocotyledons)-Zingiberaceae (Ginger family)-Curcuma, e.g. common turmeric, East Indian arrowroot or mango ginger",86431] 34570,812746] 271804,e164po7jvonraqibsja68swvl,501c19146b0efd8f18b1774b20fdeabc,3,Drgs&Med,31,Drugs,29415,266148,"The present invention involves a composition for oral ingestion that contains effective amounts of Glucosamine sulfate, Nettle Leaf, Quercetin, curcumin extract/curcuminoids, Selenium, Zinc, Vitamin C (calcium ascorbate) and Grape Seed Extract, as well as other ingredients and healthy filler ingredients. More specifically, this formulated product is a cartilage and joint maintenance and repair formulation. This formulation allows for enhanced function of joints and cartilage to treat and prevent osteoarthritis, rheumatoid arthritis and other joint ailments/diseases.. Composition for the treatment and prevention of osteoarthritis, rheumatoid arthritis and improved joint function",2010,,,,grape,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/6887497,train,0,known,,,42
