crop,patent_number,patent_abstract,patent_date,patent_title,patent_type,patent_year,Applicant,app_number,app_id,appcit_app_number,assignee_state_fips,assignee_county_fips,assignee_country,assignee_longitude,assignee_latitude,assignee_city,assignee_total_num_patents,citedby_patent_number,citedby_patent_title,cpc_category,cpc_subsection_title,cpc_group_title,cpc_group_id,cpc_sequence,cpc_subgroup_id,cpc_subgroup_title,cpc_total_num_assignees,cpc_total_num_patents,examiner_id,lawyer_id,nber_category_id,nber_category_title,nber_subcategory_id,nber_subcategory_title,nber_total_num_assignees,nber_total_num_patents,abstract_title,patent_decade,assignee_organization_namestandard,assignee_key_id,inventor_key_id,crop_shortname,crop_type,crop_type2,patent_type_orig,url,keras_predict,valueuse_ifcpc_A01H6,ifcpc_A01H6_known,.pred_1,.pred_class,group
COTTON,009900296,,,,PVP,2002,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DP 409 B/RR. DPX9829B/RR. COTTON,2000,,,,cotton,cotton,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900296.pdf,,,,,,5
COTTON,009900297,,,,PVP,2002,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DP 429 RR. DPX9828RR. COTTON,2000,,,,cotton,cotton,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900297.pdf,,,,,,5
MEADOWFOAM,009900298,,,,PVP,2002,State of Oregon by/through STBHE acting on behalf of Oregon State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knowles. Osu-Exp-69. MEADOWFOAM,2000,,,,forage,forage,forage,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900298.pdf,,,,,,5
COTTON,009900299,,,,PVP,2004,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure-Grow 125B/R. NA. COTTON,2000,,,,cotton,cotton,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900299.pdf,,,,,,5
COTTON,009900300,,,,PVP,2004,"Sure-Grow Seed, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure-Grow 585B. NA. COTTON,2000,,,,cotton,cotton,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900300.pdf,,,,,,5
COTTON,009900301,,,,PVP,2004,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure-Grow 585R. NA. COTTON,2000,,,,cotton,cotton,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900301.pdf,,,,,,5
COTTON,009900302,,,,PVP,2004,"Sure-Grow Seed, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure-Grow 125R. NA. COTTON,2000,,,,cotton,cotton,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900302.pdf,,,,,,5
COTTON,009900303,,,,PVP,2002,"Sure-Grow Seed, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure-Grow 501B/R. NA. COTTON,2000,,,,cotton,cotton,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900303.pdf,,,,,,5
"WHEAT, COMMON",009900304,,,,PVP,2000,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thunderbolt. W95-188. WHEAT, COMMON",2000,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900304.pdf,,,,,,5
"WHEAT, COMMON",009900305,,,,PVP,2000,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson. M94-1069. WHEAT, COMMON",2000,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900305.pdf,,,,,,5
"WHEAT, DURUM",009900306,,,,PVP,2000,"Monsanto Technology, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kari. D91-1551. WHEAT, DURUM",2000,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900306.pdf,,,,,,5
LETTUCE,009900307,,,,PVP,2005,Syngenta Crop Protection AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Max. PX634B. LETTUCE,2010,,,,lettuce,specialty,specialty,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900307.pdf,,,,,,5
RICE,009900308,,,,PVP,2003,"California Cooperative Rice Research Foundation, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calmati-201. 96-Y-90. RICE,2000,,,,rice,rice,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900308.pdf,,,,,,5
RICE,009900309,,,,PVP,2003,"California Cooperative Rice Research Foundation, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L-205. 94-Y-40. RICE,2000,,,,rice,rice,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900309.pdf,,,,,,5
RICE,009900310,,,,PVP,2004,"California Cooperative Rice Research Foundation, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calhikari-201. 96-Y-055. RICE,2000,,,,rice,rice,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900310.pdf,,,,,,5
RICE,009900311,,,,PVP,2003,"California Cooperative Rice Research Foundation, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-402. 94-Y-118. RICE,2000,,,,rice,rice,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900311.pdf,,,,,,5
SOYBEAN,009900312,,,,PVP,2001,T J Seed Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TJS 410. NA. SOYBEAN,2000,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900312.pdf,,,,,,5
SOYBEAN,009900314,,,,PVP,2002,Syngenta Participations AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S24-L2. X9824,  M388505. SOYBEAN",2000,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900314.pdf,,,,,,5
SOYBEAN,009900315,,,,PVP,2002,Syngenta Participations AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S42-H1. X9842, J335752. SOYBEAN",2000,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900315.pdf,,,,,,5
SOYBEAN,009900316,,,,PVP,2002,Syngenta Participations AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S14-U4. X9814,  C400847. SOYBEAN",2000,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900316.pdf,,,,,,5
SOYBEAN,009900317,,,,PVP,2001,Syngenta Participations AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S19-T9. X9818, C910928. SOYBEAN",2000,,,,soybean,soy,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900317.pdf,,,,,,5
"WHEAT, COMMON",009900320,,,,PVP,2001,NDSU Research Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Argent. ND690. WHEAT, COMMON",2000,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900320.pdf,,,,,,5
"WHEAT, COMMON",009900323,,,,PVP,2000,"HybriTech Seed International, Inc. - Monsanto Company",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario. W94-137-152. WHEAT, COMMON",2000,,,,wheat,wheat,field_grain,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900323.pdf,,,,,,5
SUNFLOWER,009900324,,,,PVP,2001,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63M80. XF4728. SUNFLOWER,2000,,,,sunflower,sunflower,oilseed,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900324.pdf,,,,,,5
SUNFLOWER,009900325,,,,PVP,2001,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D116B. D116B. SUNFLOWER,2000,,,,sunflower,sunflower,oilseed,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900325.pdf,,,,,,5
SUNFLOWER,009900326,,,,PVP,2001,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63M91. XF4716. SUNFLOWER,2000,,,,sunflower,sunflower,oilseed,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900326.pdf,,,,,,5
SUNFLOWER,009900327,,,,PVP,2001,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63A21. XF263. SUNFLOWER,2000,,,,sunflower,sunflower,oilseed,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900327.pdf,,,,,,5
SUNFLOWER,009900328,,,,PVP,2001,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63A70. XF4714. SUNFLOWER,2000,,,,sunflower,sunflower,oilseed,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900328.pdf,,,,,,5
SUNFLOWER,009900329,,,,PVP,2001,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHA344. NA. SUNFLOWER,2000,,,,sunflower,sunflower,oilseed,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900329.pdf,,,,,,5
SUNFLOWER,009900330,,,,PVP,2001,"Pioneer Hi-Bred International, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHA283. NA. SUNFLOWER,2000,,,,sunflower,sunflower,oilseed,PVP,https://apps.ams.usda.gov/CMS//AdobeImages/009900330.pdf,,,,,,5
