crop,patent_number,patent_abstract,patent_date,patent_title,patent_type,patent_year,Applicant,app_number,app_id,appcit_app_number,assignee_state_fips,assignee_county_fips,assignee_country,assignee_longitude,assignee_latitude,assignee_city,assignee_total_num_patents,citedby_patent_number,citedby_patent_title,cpc_category,cpc_subsection_title,cpc_group_title,cpc_group_id,cpc_sequence,cpc_subgroup_id,cpc_subgroup_title,cpc_total_num_assignees,cpc_total_num_patents,examiner_id,lawyer_id,nber_category_id,nber_category_title,nber_subcategory_id,nber_subcategory_title,nber_total_num_assignees,nber_total_num_patents,abstract_title,patent_decade,assignee_organization_namestandard,assignee_key_id,inventor_key_id,crop_shortname,crop_type,crop_type2,patent_type_orig,url,keras_predict,valueuse_ifcpc_A01H6,ifcpc_A01H6_known,.pred_1,.pred_class,group
soybean,11058087,"A soybean cultivar designated 84110426 is disclosed. The invention relates to the seeds of soybean cultivar 84110426, to the plants of soybean cultivar 84110426, to the plant parts of soybean cultivar 84110426, and to methods for producing progeny of soybean cultivar 84110426. The invention also relates to methods for producing a soybean plant containing in its genetic material one or more transgenes and to the transgenic soybean plants and plant parts produced by those methods. The invention also relates to soybean cultivars or breeding cultivars, and plant parts derived from soybean cultivar 84110426. The invention also relates to methods for producing other soybean cultivars, lines, or plant parts derived from soybean cultivar 84110426, and to the soybean plants, varieties, and their parts derived from use of those methods. The invention further relates to hybrid soybean seeds, plants, and plant parts produced by crossing cultivar 84110426 with another soybean cultivar.",2021-07-13,Soybean cultivar 84110426,utility,2021,"M.S. Technologies, L.L.C.",16533682,,,19,19111,US,-91.4519,40.7136,West Point,348,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/542,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Leguminosae or Fabaceae, e.g. soybean, alfalfa or peanut-Glycine max [soybean]",21598,145170,8ik9aqpcjr1018xxna9jhdi3s,f990a212bbe8c6c19710ec74247957be,,,,,,,"A soybean cultivar designated 84110426 is disclosed. The invention relates to the seeds of soybean cultivar 84110426, to the plants of soybean cultivar 84110426, to the plant parts of soybean cultivar 84110426, and to methods for producing progeny of soybean cultivar 84110426. The invention also relates to methods for producing a soybean plant containing in its genetic material one or more transgenes and to the transgenic soybean plants and plant parts produced by those methods. The invention also relates to soybean cultivars or breeding cultivars, and plant parts derived from soybean cultivar 84110426. The invention also relates to methods for producing other soybean cultivars, lines, or plant parts derived from soybean cultivar 84110426, and to the soybean plants, varieties, and their parts derived from use of those methods. The invention further relates to hybrid soybean seeds, plants, and plant parts produced by crossing cultivar 84110426 with another soybean cultivar.. Soybean cultivar 84110426",2020,"M.S. Technologies, L.L.C.",3804,14522,soybean,soy,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11058087,test,1,known,0.969886541366577,1,15
soybean,11058088,"A soybean cultivar designated 85120426 is disclosed. The invention relates to the seeds of soybean cultivar 85120426, to the plants of soybean cultivar 85120426, to the plant parts of soybean cultivar 85120426, and to methods for producing progeny of soybean cultivar 85120426. The invention also relates to methods for producing a soybean plant containing in its genetic material one or more transgenes and to the transgenic soybean plants and plant parts produced by those methods. The invention also relates to soybean cultivars or breeding cultivars, and plant parts derived from soybean cultivar 85120426. The invention also relates to methods for producing other soybean cultivars, lines, or plant parts derived from soybean cultivar 85120426, and to the soybean plants, varieties, and their parts derived from use of those methods. The invention further relates to hybrid soybean seeds, plants, and plant parts produced by crossing cultivar 85120426 with another soybean cultivar.",2021-07-13,Soybean cultivar 85120426,utility,2021,"M.S. TECHNOLOGIES, L.L.C.",16533686,16/533686,NA,19] NA,19111] NA,US] NA,-91.4531] NA,40.7174] NA,West Point] NA,412] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/542] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Leguminosae or Fabaceae, e.g. soybean, alfalfa or peanut-Glycine max [soybean]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,3bhh8782gbrr4cuqrp5hwlxu2,f990a212bbe8c6c19710ec74247957be,NA,NA,NA,NA,NA,NA,"A soybean cultivar designated 85120426 is disclosed. The invention relates to the seeds of soybean cultivar 85120426, to the plants of soybean cultivar 85120426, to the plant parts of soybean cultivar 85120426, and to methods for producing progeny of soybean cultivar 85120426. The invention also relates to methods for producing a soybean plant containing in its genetic material one or more transgenes and to the transgenic soybean plants and plant parts produced by those methods. The invention also relates to soybean cultivars or breeding cultivars, and plant parts derived from soybean cultivar 85120426. The invention also relates to methods for producing other soybean cultivars, lines, or plant parts derived from soybean cultivar 85120426, and to the soybean plants, varieties, and their parts derived from use of those methods. The invention further relates to hybrid soybean seeds, plants, and plant parts produced by crossing cultivar 85120426 with another soybean cultivar.. Soybean cultivar 85120426",2020,,,,soybean,soy,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11058088,train,1,known,,,15
soybean,11058088,"A soybean cultivar designated 85120426 is disclosed. The invention relates to the seeds of soybean cultivar 85120426, to the plants of soybean cultivar 85120426, to the plant parts of soybean cultivar 85120426, and to methods for producing progeny of soybean cultivar 85120426. The invention also relates to methods for producing a soybean plant containing in its genetic material one or more transgenes and to the transgenic soybean plants and plant parts produced by those methods. The invention also relates to soybean cultivars or breeding cultivars, and plant parts derived from soybean cultivar 85120426. The invention also relates to methods for producing other soybean cultivars, lines, or plant parts derived from soybean cultivar 85120426, and to the soybean plants, varieties, and their parts derived from use of those methods. The invention further relates to hybrid soybean seeds, plants, and plant parts produced by crossing cultivar 85120426 with another soybean cultivar.",2021-07-13,Soybean cultivar 85120426,utility,2021,"M.S. TECHNOLOGIES, L.L.C.",16533686,16/533686,NA,19] NA,19111] NA,US] NA,-91.4531] NA,40.7174] NA,West Point] NA,412] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/542] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Leguminosae or Fabaceae, e.g. soybean, alfalfa or peanut-Glycine max [soybean]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,3bhh8782gbrr4cuqrp5hwlxu2,f990a212bbe8c6c19710ec74247957be,NA,NA,NA,NA,NA,NA,"A soybean cultivar designated 85120426 is disclosed. The invention relates to the seeds of soybean cultivar 85120426, to the plants of soybean cultivar 85120426, to the plant parts of soybean cultivar 85120426, and to methods for producing progeny of soybean cultivar 85120426. The invention also relates to methods for producing a soybean plant containing in its genetic material one or more transgenes and to the transgenic soybean plants and plant parts produced by those methods. The invention also relates to soybean cultivars or breeding cultivars, and plant parts derived from soybean cultivar 85120426. The invention also relates to methods for producing other soybean cultivars, lines, or plant parts derived from soybean cultivar 85120426, and to the soybean plants, varieties, and their parts derived from use of those methods. The invention further relates to hybrid soybean seeds, plants, and plant parts produced by crossing cultivar 85120426 with another soybean cultivar.. Soybean cultivar 85120426",2020,,,,soybean,soy,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11058088,train,1,known,,,15
soybean,11058088,"A soybean cultivar designated 85120426 is disclosed. The invention relates to the seeds of soybean cultivar 85120426, to the plants of soybean cultivar 85120426, to the plant parts of soybean cultivar 85120426, and to methods for producing progeny of soybean cultivar 85120426. The invention also relates to methods for producing a soybean plant containing in its genetic material one or more transgenes and to the transgenic soybean plants and plant parts produced by those methods. The invention also relates to soybean cultivars or breeding cultivars, and plant parts derived from soybean cultivar 85120426. The invention also relates to methods for producing other soybean cultivars, lines, or plant parts derived from soybean cultivar 85120426, and to the soybean plants, varieties, and their parts derived from use of those methods. The invention further relates to hybrid soybean seeds, plants, and plant parts produced by crossing cultivar 85120426 with another soybean cultivar.",2021-07-13,Soybean cultivar 85120426,utility,2021,"M.S. Technologies, L.L.C.",16533686,,,19,19111,US,-91.4519,40.7136,West Point,348,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/542,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Leguminosae or Fabaceae, e.g. soybean, alfalfa or peanut-Glycine max [soybean]",21598,145170,3bhh8782gbrr4cuqrp5hwlxu2,f990a212bbe8c6c19710ec74247957be,,,,,,,"A soybean cultivar designated 85120426 is disclosed. The invention relates to the seeds of soybean cultivar 85120426, to the plants of soybean cultivar 85120426, to the plant parts of soybean cultivar 85120426, and to methods for producing progeny of soybean cultivar 85120426. The invention also relates to methods for producing a soybean plant containing in its genetic material one or more transgenes and to the transgenic soybean plants and plant parts produced by those methods. The invention also relates to soybean cultivars or breeding cultivars, and plant parts derived from soybean cultivar 85120426. The invention also relates to methods for producing other soybean cultivars, lines, or plant parts derived from soybean cultivar 85120426, and to the soybean plants, varieties, and their parts derived from use of those methods. The invention further relates to hybrid soybean seeds, plants, and plant parts produced by crossing cultivar 85120426 with another soybean cultivar.. Soybean cultivar 85120426",2020,"M.S. Technologies, L.L.C.",3804,14522,soybean,soy,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11058088,train,1,known,,,15
soybean,11058088,"A soybean cultivar designated 85120426 is disclosed. The invention relates to the seeds of soybean cultivar 85120426, to the plants of soybean cultivar 85120426, to the plant parts of soybean cultivar 85120426, and to methods for producing progeny of soybean cultivar 85120426. The invention also relates to methods for producing a soybean plant containing in its genetic material one or more transgenes and to the transgenic soybean plants and plant parts produced by those methods. The invention also relates to soybean cultivars or breeding cultivars, and plant parts derived from soybean cultivar 85120426. The invention also relates to methods for producing other soybean cultivars, lines, or plant parts derived from soybean cultivar 85120426, and to the soybean plants, varieties, and their parts derived from use of those methods. The invention further relates to hybrid soybean seeds, plants, and plant parts produced by crossing cultivar 85120426 with another soybean cultivar.",2021-07-13,Soybean cultivar 85120426,utility,2021,"M.S. Technologies, L.L.C.",16533686,,,19,19111,US,-91.4519,40.7136,West Point,348,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0,A01H6/542,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Leguminosae or Fabaceae, e.g. soybean, alfalfa or peanut-Glycine max [soybean]",21598,145170,3bhh8782gbrr4cuqrp5hwlxu2,f990a212bbe8c6c19710ec74247957be,,,,,,,"A soybean cultivar designated 85120426 is disclosed. The invention relates to the seeds of soybean cultivar 85120426, to the plants of soybean cultivar 85120426, to the plant parts of soybean cultivar 85120426, and to methods for producing progeny of soybean cultivar 85120426. The invention also relates to methods for producing a soybean plant containing in its genetic material one or more transgenes and to the transgenic soybean plants and plant parts produced by those methods. The invention also relates to soybean cultivars or breeding cultivars, and plant parts derived from soybean cultivar 85120426. The invention also relates to methods for producing other soybean cultivars, lines, or plant parts derived from soybean cultivar 85120426, and to the soybean plants, varieties, and their parts derived from use of those methods. The invention further relates to hybrid soybean seeds, plants, and plant parts produced by crossing cultivar 85120426 with another soybean cultivar.. Soybean cultivar 85120426",2020,"M.S. Technologies, L.L.C.",3804,14522,soybean,soy,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11058088,train,1,known,,,15
soybean,11058089,"A novel soybean variety, designated 5PVSQ69 is provided. Also provided are the seeds of soybean variety 5PVSQ69, cells from soybean variety 5PVSQ69, plants of soybean 5PVSQ69, and plant parts of soybean variety 5PVSQ69. Methods provided include producing a soybean plant by crossing soybean variety 5PVSQ69 with another soybean plant, methods for introgressing a transgenic trait, a mutant trait, and/or a native trait into soybean variety 5PVSQ69, methods for producing other soybean varieties or plant parts derived from soybean variety 5PVSQ69, and methods of characterizing soybean variety 5PVSQ69. Soybean seed, cells, plants, germplasm, breeding lines, varieties, and plant parts produced by these methods and/or derived from soybean variety 5PVSQ69 are further provided.",2021-07-13,Soybean variety 5PVSQ69,utility,2021,"AGRIGENETICS, INC.",16675145,16/675145,NA,18] NA,18097] NA,US] NA,-86.1583] NA,39.7683] NA,Indianapolis] NA,563] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA,A01H6/542] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Leguminosae or Fabaceae, e.g. soybean, alfalfa or peanut-Glycine max [soybean]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,9690bmju81e6j4e890yvo68i6,NA,NA,NA,NA,NA,NA,NA,"A novel soybean variety, designated 5PVSQ69 is provided. Also provided are the seeds of soybean variety 5PVSQ69, cells from soybean variety 5PVSQ69, plants of soybean 5PVSQ69, and plant parts of soybean variety 5PVSQ69. Methods provided include producing a soybean plant by crossing soybean variety 5PVSQ69 with another soybean plant, methods for introgressing a transgenic trait, a mutant trait, and/or a native trait into soybean variety 5PVSQ69, methods for producing other soybean varieties or plant parts derived from soybean variety 5PVSQ69, and methods of characterizing soybean variety 5PVSQ69. Soybean seed, cells, plants, germplasm, breeding lines, varieties, and plant parts produced by these methods and/or derived from soybean variety 5PVSQ69 are further provided.. Soybean variety 5PVSQ69",2020,,,,soybean,soy,field_grain,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11058089,test,1,known,0.995414018630981,1,15
potato,11058090,"Provided herein are hybrid True Potato Seeds (TPS). Also provided herein are potato plants grown from the present hybrid True Potato Seeds and the potato tubers produced by these plants. Also provided herein is use of the present potato tubers for vegetative propagation thereof and to the use of the present potato tubers as seed potato for producing potato tubers for consumption and the food processing industry. Specifically, provided herein are hybrid True Potato Seed (TPS), wherein the seed is tetraploid and is produced as an F1 of a cross between a tetraploid male potato line and a tetraploid female potato line and preferably to hybrid True Potato Seed (TPS) wherein said tetraploid male potato line and said tetraploid female potato line have a sufficient degree of genetic and phenotypic uniformity to yield, as F1, hybrid True Potato Seed (TPS).",2021-07-13,Hybrid true potato seed of tetraploid hybrid 1490185,utility,2021,Bejo Zaden B.V.,16320216,16/320216,NA,NA,NA,NL] NA,4.73452] NA,52.7224] NA,Warmenhuizen] NA,18] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA] 0] 1] 2] 3,A01H6/827] A01H5/04] A01H5/06] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Solanaceae, e.g. pepper, tobacco, potato, tomato or eggplant-Solanum tuberosum [potato]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Stems] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Roots] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,5kblup8mw33biv515r03fr4js,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"Provided herein are hybrid True Potato Seeds (TPS). Also provided herein are potato plants grown from the present hybrid True Potato Seeds and the potato tubers produced by these plants. Also provided herein is use of the present potato tubers for vegetative propagation thereof and to the use of the present potato tubers as seed potato for producing potato tubers for consumption and the food processing industry. Specifically, provided herein are hybrid True Potato Seed (TPS), wherein the seed is tetraploid and is produced as an F1 of a cross between a tetraploid male potato line and a tetraploid female potato line and preferably to hybrid True Potato Seed (TPS) wherein said tetraploid male potato line and said tetraploid female potato line have a sufficient degree of genetic and phenotypic uniformity to yield, as F1, hybrid True Potato Seed (TPS).. Hybrid true potato seed of tetraploid hybrid 1490185",2020,,,,potato,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11058090,train,1,known,,,15
potato,11058090,"Provided herein are hybrid True Potato Seeds (TPS). Also provided herein are potato plants grown from the present hybrid True Potato Seeds and the potato tubers produced by these plants. Also provided herein is use of the present potato tubers for vegetative propagation thereof and to the use of the present potato tubers as seed potato for producing potato tubers for consumption and the food processing industry. Specifically, provided herein are hybrid True Potato Seed (TPS), wherein the seed is tetraploid and is produced as an F1 of a cross between a tetraploid male potato line and a tetraploid female potato line and preferably to hybrid True Potato Seed (TPS) wherein said tetraploid male potato line and said tetraploid female potato line have a sufficient degree of genetic and phenotypic uniformity to yield, as F1, hybrid True Potato Seed (TPS).",2021-07-13,Hybrid true potato seed of tetraploid hybrid 1490185,utility,2021,Bejo Zaden B.V.,16320216,16/320216,NA,NA,NA,NL] NA,4.73452] NA,52.7224] NA,Warmenhuizen] NA,18] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,NA] 0] 1] 2] 3,A01H6/827] A01H5/04] A01H5/06] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Solanaceae, e.g. pepper, tobacco, potato, tomato or eggplant-Solanum tuberosum [potato]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Stems] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Roots] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,5kblup8mw33biv515r03fr4js,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"Provided herein are hybrid True Potato Seeds (TPS). Also provided herein are potato plants grown from the present hybrid True Potato Seeds and the potato tubers produced by these plants. Also provided herein is use of the present potato tubers for vegetative propagation thereof and to the use of the present potato tubers as seed potato for producing potato tubers for consumption and the food processing industry. Specifically, provided herein are hybrid True Potato Seed (TPS), wherein the seed is tetraploid and is produced as an F1 of a cross between a tetraploid male potato line and a tetraploid female potato line and preferably to hybrid True Potato Seed (TPS) wherein said tetraploid male potato line and said tetraploid female potato line have a sufficient degree of genetic and phenotypic uniformity to yield, as F1, hybrid True Potato Seed (TPS).. Hybrid true potato seed of tetraploid hybrid 1490185",2020,,,,potato,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11058090,train,1,known,,,15
tubers,11058090,"Provided herein are hybrid True Potato Seeds (TPS). Also provided herein are potato plants grown from the present hybrid True Potato Seeds and the potato tubers produced by these plants. Also provided herein is use of the present potato tubers for vegetative propagation thereof and to the use of the present potato tubers as seed potato for producing potato tubers for consumption and the food processing industry. Specifically, provided herein are hybrid True Potato Seed (TPS), wherein the seed is tetraploid and is produced as an F1 of a cross between a tetraploid male potato line and a tetraploid female potato line and preferably to hybrid True Potato Seed (TPS) wherein said tetraploid male potato line and said tetraploid female potato line have a sufficient degree of genetic and phenotypic uniformity to yield, as F1, hybrid True Potato Seed (TPS).",2021-07-13,Hybrid true potato seed of tetraploid hybrid 1490185,utility,2021,Bejo Zaden B.V.,16320216,16/320216,NA,NA,NA,NL] NA,4.73452] NA,52.7224] NA,Warmenhuizen] NA,18] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] 2] 3] NA,A01H6/827] A01H5/04] A01H5/06] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Solanaceae, e.g. pepper, tobacco, potato, tomato or eggplant-Solanum tuberosum [potato]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Stems] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Roots] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,5kblup8mw33biv515r03fr4js,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"Provided herein are hybrid True Potato Seeds (TPS). Also provided herein are potato plants grown from the present hybrid True Potato Seeds and the potato tubers produced by these plants. Also provided herein is use of the present potato tubers for vegetative propagation thereof and to the use of the present potato tubers as seed potato for producing potato tubers for consumption and the food processing industry. Specifically, provided herein are hybrid True Potato Seed (TPS), wherein the seed is tetraploid and is produced as an F1 of a cross between a tetraploid male potato line and a tetraploid female potato line and preferably to hybrid True Potato Seed (TPS) wherein said tetraploid male potato line and said tetraploid female potato line have a sufficient degree of genetic and phenotypic uniformity to yield, as F1, hybrid True Potato Seed (TPS).. Hybrid true potato seed of tetraploid hybrid 1490185",2020,,,,tubers,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11058090,train,1,known,,,15
tubers,11058090,"Provided herein are hybrid True Potato Seeds (TPS). Also provided herein are potato plants grown from the present hybrid True Potato Seeds and the potato tubers produced by these plants. Also provided herein is use of the present potato tubers for vegetative propagation thereof and to the use of the present potato tubers as seed potato for producing potato tubers for consumption and the food processing industry. Specifically, provided herein are hybrid True Potato Seed (TPS), wherein the seed is tetraploid and is produced as an F1 of a cross between a tetraploid male potato line and a tetraploid female potato line and preferably to hybrid True Potato Seed (TPS) wherein said tetraploid male potato line and said tetraploid female potato line have a sufficient degree of genetic and phenotypic uniformity to yield, as F1, hybrid True Potato Seed (TPS).",2021-07-13,Hybrid true potato seed of tetraploid hybrid 1490185,utility,2021,Bejo Zaden B.V.,16320216,16/320216,NA,NA,NA,NL] NA,4.73452] NA,52.7224] NA,Warmenhuizen] NA,18] NA,NA,NA,inventional,Agriculture; forestry; animal husbandry; hunting; trapping; fishing,New plants or ; non-transgenic;  processes for obtaining them; plant reproduction by tissue culture techniques,A01H,0] 1] 2] 3] NA,A01H6/827] A01H5/04] A01H5/06] A01H5/10,"Angiosperms, i.e. flowering plants, characterised by their botanic taxonomy-Solanaceae, e.g. pepper, tobacco, potato, tomato or eggplant-Solanum tuberosum [potato]] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Stems] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Roots] Angiosperms, i.e. flowering plants, characterised by their plant parts; Angiosperms characterised otherwise than by their botanic taxonomy-Seeds",23008] 1132,149455] 18044,5kblup8mw33biv515r03fr4js,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"Provided herein are hybrid True Potato Seeds (TPS). Also provided herein are potato plants grown from the present hybrid True Potato Seeds and the potato tubers produced by these plants. Also provided herein is use of the present potato tubers for vegetative propagation thereof and to the use of the present potato tubers as seed potato for producing potato tubers for consumption and the food processing industry. Specifically, provided herein are hybrid True Potato Seed (TPS), wherein the seed is tetraploid and is produced as an F1 of a cross between a tetraploid male potato line and a tetraploid female potato line and preferably to hybrid True Potato Seed (TPS) wherein said tetraploid male potato line and said tetraploid female potato line have a sufficient degree of genetic and phenotypic uniformity to yield, as F1, hybrid True Potato Seed (TPS).. Hybrid true potato seed of tetraploid hybrid 1490185",2020,,,,tubers,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11058090,train,1,known,,,15
